words,links,capital_words,spam_word_count,is_spam
475,1,7,7,1
892,6,8,6,1
260,0,3,5,0
447,1,8,2,0
199,2,2,1,0
520,9,8,10,1
190,1,1,1,0
88,5,3,5,0
73,1,3,1,0
93,9,22,1,1
56,9,11,8,1
278,4,1,3,0
109,2,17,6,1
69,0,3,1,0
797,8,20,6,1
778,4,28,6,1
235,0,1,3,0
233,1,0,1,0
502,6,4,5,1
246,2,2,2,0
65,1,2,1,0
176,0,7,6,0
266,1,1,0,0
694,5,11,1,1
189,1,2,1,0
268,0,2,2,0
110,5,0,1,0
186,8,1,7,1
275,1,1,2,0
204,0,3,1,0
897,9,23,10,1
705,9,23,9,1
59,1,3,2,0
177,6,20,3,1
464,2,3,1,1
480,4,28,9,1
142,0,1,10,1
203,0,10,2,0
923,4,20,5,1
25,5,2,1,0
595,0,27,6,1
57,8,15,6,1
54,2,0,0,0
641,10,14,3,1
94,1,2,2,0
380,1,0,1,0
923,2,17,1,1
25,1,2,1,0
242,2,3,0,0
678,9,16,3,1
208,1,2,2,0
995,10,7,9,1
130,8,18,8,1
703,4,6,10,1
867,2,1,8,1
199,4,24,8,1
425,3,13,5,1
295,0,1,0,0
242,2,3,5,0
875,8,9,0,1
60,1,0,0,0
150,0,1,1,0
176,1,6,2,0
205,1,2,0,0
279,2,2,5,0
202,1,5,3,0
414,3,14,3,1
488,2,0,1,0
82,1,3,2,0
215,0,0,0,0
98,2,3,1,0
294,7,27,3,1
745,2,5,7,1
157,3,15,3,1
221,0,2,1,0
183,5,24,9,1
216,0,6,6,0
818,4,11,4,1
588,7,12,4,1
224,10,29,10,1
232,0,3,1,0
739,6,30,6,1
167,5,3,4,0
162,4,25,6,1
75,0,2,1,0
107,3,29,10,1
311,1,8,5,1
134,5,1,0,0
94,3,2,2,0
275,0,1,3,0
335,0,10,9,1
410,5,22,9,1
498,7,10,5,1
429,2,24,6,1
299,1,8,2,0
37,0,1,2,0
375,2,0,2,0
222,2,0,0,0
266,3,15,6,1
197,5,0,5,0
233,1,0,1,0
409,5,16,2,1
117,7,9,10,1
53,1,3,2,0
112,7,6,5,1
137,2,0,6,1
198,2,9,2,0
580,3,26,3,1
400,0,10,0,0
865,4,1,10,1
514,5,7,10,1
237,6,0,5,1
231,4,6,10,1
996,4,19,3,1
221,0,6,1,0
399,1,2,0,0
122,4,20,8,1
64,1,4,2,0
219,4,0,2,0
505,10,3,6,1
76,0,2,2,0
224,5,7,0,0
314,9,7,4,1
223,2,1,2,0
21,0,1,1,0
508,5,24,8,1
317,0,5,0,0
258,1,3,1,0
67,0,6,5,0
853,2,25,1,1
29,0,1,2,0
87,3,0,2,0
621,10,28,2,1
96,1,0,2,0
230,2,3,1,0
355,1,27,6,1
412,1,2,2,0
264,1,2,2,0
141,1,0,3,1
113,6,18,3,1
156,8,24,2,1
71,6,14,5,1
679,8,7,10,1
46,0,7,0,0
370,0,2,2,0
195,3,12,9,1
281,1,2,0,0
696,6,28,8,1
297,10,22,7,1
81,6,3,2,1
388,5,17,5,1
238,1,2,1,0
262,1,2,0,0
291,4,1,10,1
832,4,25,7,1
138,7,30,3,1
124,2,0,2,0
48,0,0,1,0
34,1,2,0,0
260,2,10,2,0
645,6,3,8,1
175,1,3,1,0
27,1,2,2,0
195,1,2,2,0
219,0,0,0,0
178,0,8,2,0
296,2,8,1,0
141,0,1,1,0
127,0,3,6,0
379,1,0,0,0
78,2,0,2,0
532,9,15,10,1
73,1,1,2,0
85,5,1,1,0
867,1,3,4,1
294,2,1,0,0
287,4,2,0,0
151,1,0,6,0
212,0,4,0,0
66,3,18,8,1
222,4,3,2,0
731,4,12,10,1
250,0,2,2,0
107,0,2,0,0
100,2,10,2,1
558,6,0,10,1
572,0,5,5,1
841,2,28,8,1
57,0,2,0,0
182,2,0,2,0
205,1,5,6,0
107,0,1,2,0
409,10,25,4,1
973,5,21,8,1
254,4,4,8,1
513,2,23,3,1
37,2,2,0,0
471,6,5,5,1
432,2,2,4,0
177,10,11,7,1
393,5,8,10,1
182,2,5,2,0
216,10,24,3,1
112,3,12,3,1
39,1,2,0,0
163,6,23,3,1
130,2,9,3,1
551,0,21,8,1
39,2,1,0,0
34,1,1,1,0
212,2,0,6,0
793,4,1,2,1
165,4,3,1,0
168,2,1,2,0
89,2,3,1,0
490,5,7,7,1
187,2,3,0,0
346,1,4,5,0
280,2,2,2,0
309,0,26,8,1
99,0,1,1,0
216,7,23,10,1
318,2,3,0,0
167,5,1,1,0
519,4,0,4,1
170,0,3,1,0
87,0,0,1,0
289,0,0,0,0
232,0,0,1,0
27,2,2,0,0
180,0,8,4,1
945,2,9,1,1
78,1,3,1,0
678,3,22,3,1
74,0,2,0,0
78,5,19,3,1
418,1,1,2,0
172,1,2,4,0
602,10,16,6,1
193,2,0,8,1
162,9,4,10,1
84,2,0,3,1
164,2,0,8,1
228,2,8,0,0
357,6,15,7,1
172,4,18,7,1
302,2,1,0,0
127,2,10,1,0
131,5,10,2,1
46,1,3,6,0
406,0,1,0,0
341,4,27,3,1
695,2,0,3,1
292,7,3,10,1
171,1,2,0,0
25,4,0,5,0
961,9,30,6,1
198,9,6,10,1
70,4,5,6,1
413,1,6,1,0
347,9,8,0,1
22,5,1,0,0
192,10,23,6,1
527,4,20,9,1
318,7,26,5,1
316,8,11,8,1
232,1,0,1,0
106,0,3,0,0
394,8,25,8,1
393,8,10,3,1
704,2,9,10,1
174,7,12,10,1
163,0,7,1,0
102,2,0,0,0
230,0,2,5,0
167,0,2,1,0
262,2,3,2,0
925,3,23,2,1
56,10,2,4,1
555,2,17,3,1
342,10,8,4,1
217,2,1,2,0
423,1,0,0,0
228,1,0,2,0
61,0,10,3,0
677,4,25,3,1
92,0,3,0,0
350,7,13,8,1
108,10,24,10,1
178,0,9,3,0
281,1,2,1,0
195,5,1,1,0
66,0,0,2,0
263,2,1,1,0
647,3,22,8,1
45,0,0,5,0
438,3,1,3,1
131,0,2,0,0
189,5,5,7,1
181,2,3,1,0
846,2,23,1,1
254,5,3,2,0
78,3,3,9,1
263,2,3,0,0
591,1,18,9,1
224,1,3,0,0
147,0,2,0,0
265,2,1,2,0
231,4,0,1,0
652,10,12,6,1
65,5,2,2,0
703,9,27,3,1
132,2,2,6,0
237,1,4,3,1
139,6,3,7,1
396,4,16,4,1
70,2,7,2,0
612,7,16,0,1
501,2,9,8,1
799,2,5,8,1
87,2,2,1,0
118,5,30,7,1
41,0,1,2,0
398,1,0,1,0
189,2,2,2,0
865,7,10,8,1
333,10,7,10,1
205,0,0,2,0
121,6,20,9,1
255,8,21,9,1
329,1,2,1,0
246,2,2,0,0
772,4,14,2,1
56,0,3,2,0
629,4,8,3,1
71,5,2,1,0
40,1,10,3,0
219,2,9,2,0
246,1,7,0,0
285,2,3,1,0
390,6,23,3,1
295,0,3,1,0
21,0,6,1,0
278,10,11,6,1
144,0,2,2,0
116,10,25,7,1
220,9,24,2,1
207,0,3,1,0
214,0,3,1,0
55,3,26,7,1
274,4,3,4,0
794,0,27,6,1
66,0,1,2,0
180,1,4,1,0
183,0,2,0,0
686,6,20,7,1
180,5,10,0,0
197,3,3,2,0
382,5,4,9,1
51,2,24,3,1
611,4,21,5,1
274,1,3,1,0
943,7,30,4,1
622,9,22,7,1
293,2,6,0,0
495,0,2,6,0
314,8,28,2,1
96,1,0,0,0
210,3,5,9,1
797,9,9,6,1
177,0,1,1,0
529,5,9,7,1
153,0,3,2,0
195,2,28,3,1
117,2,29,9,1
809,2,28,6,1
941,9,8,0,1
730,8,20,4,1
133,0,1,1,0
231,4,3,2,0
714,3,28,6,1
125,8,28,4,1
689,10,21,1,1
470,3,5,5,1
183,2,9,0,0
299,8,0,10,1
206,1,1,2,0
951,9,2,4,1
155,2,1,1,0
333,10,0,0,1
436,10,10,1,1
156,2,2,1,0
156,1,3,2,0
254,1,1,0,0
774,2,14,7,1
888,2,10,0,1
208,1,5,2,0
85,1,3,3,0
972,7,13,5,1
855,7,22,4,1
141,6,1,0,1
339,5,19,9,1
277,1,5,2,0
66,2,29,3,1
163,5,0,1,0
51,0,2,0,0
31,0,3,1,0
288,0,3,1,0
295,4,3,0,0
208,7,14,10,1
101,1,7,7,1
141,10,29,5,1
730,4,15,0,1
709,4,0,3,1
176,0,2,0,0
258,2,1,4,1
159,1,8,0,0
977,3,5,6,1
91,0,3,0,0
161,4,4,1,1
734,8,22,3,1
450,1,7,0,0
314,6,26,10,1
612,8,28,9,1
200,1,18,6,1
327,2,0,10,1
425,6,2,5,1
210,2,3,4,0
136,6,18,4,1
588,3,11,6,1
153,2,0,4,0
394,8,27,9,1
239,1,0,3,0
23,3,0,1,0
322,0,2,4,0
121,10,30,5,1
623,3,7,2,1
794,2,6,9,1
156,0,0,2,0
133,0,2,0,0
149,1,8,10,1
455,1,3,0,0
34,0,0,2,0
198,4,27,10,1
858,8,8,4,1
869,10,8,3,1
473,1,0,1,0
71,1,24,9,1
401,0,3,2,0
496,2,2,2,0
253,2,1,1,0
400,3,29,8,1
736,2,25,5,1
176,0,11,1,1
235,1,3,2,0
163,1,0,1,0
212,2,3,1,0
63,1,2,0,0
165,3,4,0,0
809,2,5,6,1
589,3,24,5,1
559,10,21,10,1
82,10,8,0,1
526,8,23,9,1
108,1,2,0,0
233,0,3,2,0
255,2,26,1,1
106,5,3,1,0
284,2,3,4,0
250,2,8,1,0
412,9,22,10,1
446,1,0,2,0
431,1,18,10,1
91,2,2,2,0
178,2,18,5,1
61,8,7,4,1
399,9,21,2,1
189,2,26,1,1
88,7,24,7,1
22,1,3,4,0
160,9,0,3,1
166,1,2,4,0
856,6,4,4,1
862,3,5,5,1
967,3,28,3,1
167,3,4,4,1
275,0,1,0,0
103,1,2,1,0
64,9,10,6,1
190,3,2,4,0
491,0,2,1,0
145,6,17,7,1
56,0,0,5,0
871,8,5,4,1
638,5,22,3,1
149,2,0,0,0
212,9,26,7,1
146,0,3,0,0
182,4,7,8,1
575,5,27,4,1
247,0,2,5,0
55,4,10,10,1
31,5,1,6,0
56,4,30,8,1
202,1,3,0,0
115,4,10,0,0
45,2,3,4,0
279,2,1,1,0
42,1,1,2,0
143,2,1,1,0
422,5,23,7,1
988,8,13,10,1
699,7,7,6,1
165,2,3,0,0
238,1,6,2,0
502,10,27,6,1
241,2,2,2,0
138,0,4,1,0
373,4,1,3,0
829,1,6,6,1
402,2,3,2,0
82,3,17,6,1
300,10,30,7,1
187,4,28,9,1
348,6,1,7,1
159,3,0,2,0
956,9,10,10,1
458,7,16,8,1
614,9,21,4,1
247,2,3,2,0
201,2,1,2,0
253,0,3,1,0
237,1,3,2,0
192,1,0,2,0
112,1,2,0,0
26,1,2,3,0
819,8,14,7,1
238,0,10,0,0
888,2,4,3,1
153,5,0,0,0
248,0,5,4,0
86,5,27,8,1
149,3,1,2,0
310,0,2,8,1
802,4,10,4,1
364,6,20,3,1
272,5,20,5,1
133,0,0,1,0
217,2,3,2,0
72,2,17,1,1
113,10,9,6,1
286,1,7,4,0
55,3,2,10,1
217,0,0,1,0
742,6,23,6,1
914,10,5,10,1
23,0,1,5,0
257,3,1,1,0
846,3,22,7,1
316,8,22,4,1
206,0,0,4,0
933,8,0,3,1
565,7,15,5,1
207,0,4,0,0
263,0,2,2,0
227,2,4,1,0
45,0,4,1,0
411,2,3,2,0
68,1,1,1,0
290,0,1,0,0
909,9,12,7,1
408,1,0,1,0
132,0,10,0,0
510,4,24,9,1
140,0,3,2,0
336,2,9,9,1
169,0,0,2,0
192,7,13,4,1
121,0,27,4,1
585,9,9,0,1
153,4,3,2,0
273,0,0,2,0
843,10,3,5,1
163,2,3,2,0
510,4,21,9,1
184,4,1,2,0
50,0,3,4,1
410,0,0,2,0
454,9,27,9,1
151,1,3,2,0
599,2,18,9,1
908,5,4,8,1
154,2,23,9,1
152,0,10,2,0
151,3,26,10,1
895,5,21,4,1
104,1,10,0,0
286,3,2,2,0
88,1,25,10,1
52,3,0,2,0
232,10,26,3,1
497,3,5,7,1
309,3,3,10,1
161,4,22,3,1
131,5,26,3,1
211,4,1,0,0
343,10,21,9,1
95,1,3,1,0
307,9,17,4,1
177,2,1,1,0
170,5,1,0,0
88,4,2,2,0
244,5,7,3,1
316,3,0,7,1
225,2,27,10,1
50,3,26,2,1
889,3,20,7,1
161,3,3,0,0
960,1,5,3,1
743,6,7,0,1
275,1,1,6,0
623,4,25,3,1
576,6,2,5,1
70,2,0,1,0
560,5,17,3,1
806,7,19,3,1
37,1,2,2,0
832,8,2,10,1
23,0,3,2,0
39,4,0,1,0
688,8,6,1,1
394,3,4,3,1
313,10,28,10,1
330,10,10,5,1
241,2,5,4,1
282,0,1,4,0
757,9,12,7,1
254,8,5,5,1
269,0,1,2,0
126,1,2,1,0
610,1,8,7,1
137,7,18,7,1
770,0,15,7,1
261,2,2,2,0
170,6,25,1,1
83,1,0,0,0
166,2,0,1,0
805,10,3,1,1
242,2,2,2,0
123,4,30,8,1
195,7,17,5,1
167,2,12,7,1
937,8,7,8,1
121,3,3,5,1
376,4,30,10,1
720,0,30,3,1
215,5,2,5,0
106,2,0,6,0
47,2,0,2,0
452,3,2,0,1
299,0,2,0,0
192,9,13,8,1
292,1,0,1,0
524,2,11,4,1
302,0,11,7,1
477,10,15,8,1
962,8,5,5,1
116,1,3,0,0
215,2,0,4,0
277,9,24,8,1
923,6,19,9,1
116,10,5,0,1
241,1,10,1,0
824,1,0,8,1
706,0,17,6,1
573,10,30,3,1
665,6,23,2,1
207,0,0,2,0
114,8,4,2,1
247,1,3,0,0
221,1,4,1,0
743,3,4,1,1
75,3,0,1,0
699,2,24,5,1
743,10,15,10,1
125,3,26,2,1
720,5,12,2,1
596,7,5,8,1
178,2,1,2,0
27,4,2,4,0
408,0,24,8,1
758,3,28,4,1
967,9,19,9,1
119,0,3,1,0
262,2,2,2,0
40,2,3,2,0
451,10,30,6,1
174,2,2,2,0
240,1,2,1,0
986,5,27,5,1
134,9,2,8,1
587,6,1,10,1
613,8,15,4,1
316,2,13,8,1
137,2,2,2,0
372,8,6,9,1
49,0,0,0,0
332,10,13,1,1
36,2,1,3,0
243,1,1,0,0
375,3,3,3,1
192,1,9,2,0
226,2,2,0,0
76,3,19,7,1
193,2,2,1,0
345,2,8,6,1
242,4,0,1,0
759,5,2,5,1
117,1,3,2,0
102,1,1,1,0
128,4,2,5,0
241,2,19,3,1
276,5,27,2,1
174,10,18,7,1
120,1,3,0,0
648,7,21,4,1
802,10,30,8,1
81,0,0,1,0
154,3,27,0,1
259,0,0,1,0
214,2,0,0,0
269,0,0,0,0
127,1,1,1,0
32,2,1,4,0
292,1,2,1,0
978,6,3,3,1
834,0,9,6,1
205,0,0,1,0
188,2,22,6,1
214,0,2,3,0
615,9,12,4,1
671,7,7,9,1
283,8,30,1,1
477,2,25,10,1
267,3,1,6,0
165,1,0,0,0
128,2,2,2,0
996,8,7,7,1
438,4,1,0,0
33,2,2,2,0
178,3,20,3,1
234,1,0,2,0
496,1,0,0,0
62,1,1,2,0
30,0,2,4,0
182,2,15,8,1
291,5,1,0,0
86,0,0,1,0
400,10,27,10,1
318,9,12,0,1
115,10,29,8,1
786,8,9,0,1
141,1,2,1,0
242,0,5,1,0
638,5,29,8,1
220,1,3,0,0
103,4,3,7,1
417,4,4,8,1
54,1,3,3,0
148,2,7,1,0
113,0,2,4,0
76,1,15,4,1
707,9,17,8,1
750,2,13,6,1
137,1,3,0,0
322,5,2,1,0
147,1,3,0,0
788,7,25,10,1
296,2,1,1,0
341,4,8,2,0
311,9,29,3,1
300,0,1,1,0
103,2,25,7,1
386,10,26,2,1
94,0,0,0,0
732,10,18,8,1
605,7,16,7,1
145,0,16,3,1
272,0,3,0,0
491,3,2,2,0
560,3,23,9,1
116,9,28,9,1
394,1,2,2,0
431,9,21,2,1
88,1,5,1,0
898,9,8,4,1
262,0,3,0,0
97,8,9,4,1
145,1,3,0,0
83,0,3,2,0
205,1,0,5,0
242,0,1,1,0
710,8,12,9,1
321,6,23,8,1
57,5,16,6,1
150,1,1,0,0
807,7,3,7,1
460,2,13,8,1
146,0,1,2,0
253,0,2,5,0
303,8,23,8,1
108,1,4,0,0
96,0,1,6,0
313,1,2,1,0
613,8,12,8,1
146,4,0,6,0
790,3,24,0,1
526,2,24,6,1
184,2,1,1,0
289,0,14,6,1
48,2,9,1,0
317,3,24,3,1
291,1,2,4,0
825,6,21,8,1
892,7,3,4,1
149,3,25,6,1
698,8,14,0,1
71,2,2,1,0
836,1,24,8,1
269,2,0,5,0
336,3,27,0,1
211,1,0,0,0
120,1,5,0,0
418,1,21,6,1
601,8,5,9,1
100,7,21,6,1
694,5,24,4,1
255,2,1,2,0
294,0,1,2,0
984,6,20,4,1
79,2,8,5,0
926,3,22,5,1
30,5,3,1,0
670,2,13,10,1
168,3,27,5,1
289,0,0,2,0
64,0,0,2,0
292,5,2,1,0
196,1,1,2,0
748,3,22,3,1
141,0,12,4,1
280,0,2,6,0
96,2,0,5,0
203,0,2,6,0
207,2,2,2,0
162,0,3,1,0
188,1,3,2,0
178,2,0,2,0
77,5,2,1,0
186,1,4,2,0
187,2,4,3,0
359,9,7,8,1
410,5,0,10,1
728,6,5,9,1
93,1,3,0,0
209,0,8,1,0
338,2,1,2,0
719,9,2,8,1
601,5,14,0,1
248,0,12,6,1
779,0,6,2,1
868,10,16,5,1
152,5,23,6,1
277,0,1,1,0
314,0,2,0,0
297,2,1,2,0
214,0,1,2,0
65,0,4,2,0
305,8,12,4,1
179,2,20,0,1
93,4,0,6,0
282,2,1,0,0
822,2,10,8,1
99,2,2,2,0
61,4,17,3,1
800,3,15,3,1
540,7,28,10,1
688,7,29,3,1
140,2,14,2,1
454,2,0,5,0
78,6,5,10,1
232,1,2,0,0
516,9,2,4,1
159,5,1,2,0
298,2,1,6,0
627,8,8,6,1
464,2,3,1,0
140,10,21,9,1
247,1,1,4,0
158,1,10,1,0
198,2,0,0,0
123,3,5,4,1
395,4,6,10,1
194,0,3,5,0
823,5,9,9,1
891,8,10,3,1
188,2,24,8,1
504,8,6,4,1
79,4,0,2,0
479,2,2,5,0
389,1,27,2,1
299,1,2,2,0
863,2,22,10,1
427,3,16,6,1
66,0,1,0,0
289,9,4,10,1
246,4,1,0,0
198,1,7,3,0
127,2,26,7,1
220,5,3,1,0
272,1,3,0,0
252,10,17,9,1
82,5,21,0,1
212,3,19,7,1
296,10,0,10,1
26,3,2,5,0
173,1,2,1,0
849,7,0,4,1
118,1,7,0,0
125,8,28,10,1
78,2,0,1,0
35,0,2,1,0
298,3,22,8,1
71,0,0,2,0
150,2,3,1,0
830,5,29,5,1
198,1,3,9,1
154,7,21,8,1
454,2,3,5,0
616,7,5,4,1
333,1,5,10,1
250,1,3,2,0
223,7,21,3,1
248,3,19,6,1
736,5,29,9,1
335,4,21,9,1
507,3,3,10,1
753,4,0,2,1
100,1,1,1,0
327,9,11,9,1
213,2,8,1,0
773,7,1,4,1
97,4,15,10,1
103,8,6,10,1
766,10,11,10,1
121,7,5,8,1
195,4,3,8,1
938,2,6,9,1
306,0,26,10,1
720,5,9,3,1
409,2,15,3,1
147,5,0,2,0
252,9,29,3,1
872,7,11,7,1
417,5,13,8,1
911,0,5,8,1
50,10,0,4,1
184,9,6,3,1
260,8,5,4,1
67,5,2,2,0
151,4,10,1,0
223,0,0,1,0
688,9,28,9,1
124,1,2,1,0
113,4,1,5,0
60,3,1,9,1
171,1,3,1,0
892,9,20,3,1
767,5,4,6,1
141,2,3,0,0
652,2,9,6,1
82,3,1,10,1
183,3,30,0,1
116,1,5,0,0
636,9,9,6,1
122,2,2,2,0
259,0,1,6,0
297,5,6,2,1
269,2,3,2,0
128,5,4,3,1
179,5,9,9,1
569,3,1,8,1
741,2,21,8,1
146,0,2,1,0
274,0,3,1,0
610,7,4,5,1
111,0,3,3,0
338,2,2,0,0
682,4,16,3,1
718,7,26,3,1
279,2,3,5,1
50,2,23,7,1
996,9,2,8,1
215,1,1,0,0
174,6,29,5,1
645,6,23,3,1
142,0,2,0,0
381,3,24,3,1
159,0,2,1,0
142,5,4,10,1
322,9,22,9,1
133,2,1,0,1
114,8,0,3,1
932,6,7,5,1
326,3,10,5,0
662,5,6,7,1
114,1,20,3,1
218,2,5,0,0
647,5,17,10,1
784,2,5,10,1
283,2,0,3,0
300,1,1,5,0
172,2,1,1,0
185,4,26,2,1
225,2,1,2,0
371,0,4,6,1
197,3,3,2,0
299,5,27,10,1
48,3,2,0,0
878,7,25,3,1
151,1,3,6,0
983,3,14,5,1
659,2,27,3,1
277,2,8,1,0
236,8,19,7,1
87,1,28,7,1
333,7,14,7,1
169,1,2,6,0
47,1,1,0,0
94,1,2,0,0
839,6,0,8,1
330,1,3,3,1
208,2,0,0,0
240,1,0,2,0
160,0,3,2,0
291,0,3,0,0
550,4,19,4,1
189,0,2,0,0
258,2,0,0,0
260,0,0,0,0
213,0,1,5,1
372,9,21,5,1
769,10,3,5,1
997,2,17,4,1
179,2,29,6,1
184,8,2,6,1
275,0,8,4,0
294,1,2,1,0
130,2,0,2,0
871,8,6,6,1
469,7,2,10,1
668,8,5,3,1
208,7,15,10,1
192,1,1,1,0
29,1,1,1,0
295,2,1,3,0
133,3,20,1,1
784,4,12,10,1
248,2,1,1,0
818,6,7,0,1
295,2,2,1,0
188,6,19,7,1
755,9,6,6,1
574,10,21,7,1
935,5,28,5,1
55,2,10,5,0
185,2,21,6,1
533,1,30,5,1
290,1,2,2,0
184,2,4,1,0
137,10,2,2,1
253,0,3,0,0
343,4,13,7,1
513,4,4,1,1
910,1,7,4,1
871,3,10,8,1
47,3,1,5,0
60,6,7,8,1
812,9,13,7,1
928,9,5,4,1
205,4,3,3,1
451,1,2,1,0
186,5,5,9,1
137,2,16,8,1
277,1,10,0,0
428,9,5,2,1
278,2,3,1,0
802,2,15,3,1
257,1,10,1,0
174,4,7,2,0
97,2,6,8,1
94,1,2,0,0
31,0,8,4,0
250,5,5,2,0
275,1,2,2,0
